source_id,source_tier,source_type,organization_or_author,title,published_at,accessed_at_kst,url,local_evidence_path,locator,market,journey_stage,claim_ids,evidence_summary,fact_or_interpretation,reliability,limitations,status,rejection_reason
C-SRC-0100,A,공식 웹페이지,카카오페이증권,카카오페이증권 홈페이지 메인,미상,2026-07-16 03:52,https://www.kakaopaysec.com/,,메인 본문·전체 메뉴,공통,공통,"C-CLM-0100,C-CLM-0111","자산 규모가 적거나 경험이 부족한 사용자 대상 명시. 소수점거래(1000원부터)·시세감지주문·토론방·주식선물하기·자동적립식 투자 등 서비스 목록",F,높음,,확인,
C-SRC-0101,A,공식 웹페이지,카카오페이증권,회사개요,미상,2026-07-16 03:55,https://www.kakaopaysec.com/company/about/dynamicPage.do,,본문 전체,공통,공통,,대표 신호철·판교 본사·여의도 영업부. 연혁·재무·주주 정보는 미게재,F,높음,연혁·주주 정보 없음,확인,
C-SRC-0102,A,공식 웹페이지,카카오페이증권,개인금융 서비스,미상,2026-07-16 03:55,https://www.kakaopaysec.com/business/retail/dynamicPage.do,,본문 전체,공통,탐색,C-CLM-0100,"오직 카카오 플랫폼을 통해서만 투자서비스 제공. 복잡한 가입과정이나 큰돈 없이 투자 가능. 엄선된 우량 상품만 제공",F,높음,구체 상품 목록은 미기재,확인,
C-SRC-0103,A,공식 웹페이지,카카오페이증권,기업금융 서비스,미상,2026-07-16 04:01,https://www.kakaopaysec.com/business/ib/dynamicPage.do,,본문 전체,공통,공통,,PF·조합사업 주선·채권 발행·부동산 유동화 등 IB 업무,F,높음,,무관,초보 투자자 주제와 무관(인벤토리 기록용)
C-SRC-0104,A,공식 웹페이지,카카오페이증권,회사소식 목록(1페이지),,2026-07-16 03:58,https://www.kakaopaysec.com/company/news_page/dynamicPage.do,,목록 상위 5건,공통,공통,"C-CLM-0108,C-CLM-0114",최근 5건: 투자매매업 인가(07.13)·어닝콜 AI(07.08)·카톡채널 100만(06.24)·예탁자산 20조(06.02)·RIA 5만 계좌(05.26),F,높음,,확인,
C-SRC-0105,A,공식 웹페이지,카카오페이증권,회사소식 전체 목록(24페이지 118건),2020.02~2026.07,2026-07-16 04:14,https://www.kakaopaysec.com/company/news_page/dynamicPage.do?searchOption=0&searchText=&pageNumber=1,docs/research/evidence/ws1_회사소식_제목전수.txt,pageNumber=1~24 전량,공통,공통,C-CLM-0111,"118건 제목 전수 수집. 주식 모으기 160만·차트주문·트레이딩뷰·스탑로스·토론방·수익률 모으기·팔기 등 기능 연혁 확인",F,높음,제목 기준. 본문은 핵심 10건만 정독,확인,
C-SRC-0106,A,공식 보도자료,카카오페이증권,"카카오페이증권, 어닝콜 실시간 번역·요약 오픈",2026-07-08,2026-07-16 04:08,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=120,,본문 전체,US,보유·매도,C-CLM-0103,"AI 어닝콜 실시간 번역·요약 정식 출시. PIP로 모든 페이지에서 재생 유지·매매 동시 수행. AI 구간 요약마다 어닝콜 시작 대비 주가 등락률 표시. 미국 시총 상위 500종목 지원·7월 후반 1000종목 확대 예정",F,높음,,확인,
C-SRC-0107,A,공식 보도자료,카카오페이증권,"카카오페이증권, 투자매매업 인가 획득",2026-07-13,2026-07-16 04:08,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=119,,본문 전체,KR,공통,C-CLM-0114,"금융당국 7월 1일 업무단위 추가등록 의결. IPO 주관·인수, 공모주 청약 법적 토대, 리테일 채권, 국내외 소수점 거래 확장",F,높음,,확인,
C-SRC-0108,A,공식 보도자료,카카오페이증권,"카카오페이증권 카톡 채널, 3개월 만에 친구 100만",2026-06-24,2026-07-16 04:08,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=118,,본문 전체,공통,탐색,C-CLM-0108,"3월 24일 7만 명에서 3개월 만에 100만 명(14배). 증권사 카톡 채널 1위. 투자 정보 전달·상품 안내·고객 소통 활용 계획",F,높음,,확인,
C-SRC-0109,A,공식 보도자료,카카오페이증권,카카오페이증권 예탁자산 20조 원,2026-06-02,2026-07-16 04:08,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=116,,본문 전체,공통,공통,C-CLM-0108,"5월 29일 예탁자산 20조 돌파. 15조(4월 17일) 이후 29영업일. 국내주식 자산 증가율이 코스피 상승률의 약 3.1배",F,높음,,확인,
C-SRC-0110,A,공식 보도자료,카카오페이증권,카카오페이증권 RIA 5만 계좌,2026-05-26,2026-07-16 04:12,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=115,,본문 전체,KR·US,재진입,C-CLM-0109,"RIA(국내시장 복귀계좌): 해외주식 판매 자금으로 국내주식 재투자·1년 이상 보유 시 양도세 감면. 출시 45일 만에 5만 계좌·업계 약 20만 건 중 25%. 해외 입고 상위: 엔비디아·테슬라·SOXL",F,높음,,확인,
C-SRC-0111,A,공식 보도자료,카카오페이증권,신호철 대표 연임 확정(AI 네이티브 전환),2026-03-31,2026-07-16 04:16,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=110,,본문 전체,공통,공통,C-CLM-0101,"연임 임기 2027년 3월. 2기 핵심: AI 네이티브 전환·사용자 경험 혁신. 3대 과제: AI 기반 투자 정보/커뮤니티 활성화/프로모드. 출범 이래 첫 연간 흑자",F,높음,흑자 금액 미기재,확인,
C-SRC-0112,A,공식 보도자료,카카오페이증권,"신호철 대표 ""모든 투자 정보 '어땠지·왜지·어쩌지'로 제공""",2025-04-15,2026-07-16 04:16,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=72,,본문 전체,공통,탐색·매수·매도,"C-CLM-0102,C-CLM-0116","어땠지(전일 시장 요약·베타)/왜지(급등락 이유 1~2줄 요약)/어쩌지(실시간 차트 기술분석 기반 의사결정 지원). 커뮤니티 언급 종목·공포지수 등 비정형 데이터 포함. 내부 AI 모델 운영·금융위 혁신금융서비스(샌드박스) 신청 완료. 손안의 블룸버그 지향",F,높음,샌드박스 지정 여부(결과)는 미확인,확인,
C-SRC-0113,A,공식 보도자료,카카오페이증권,2024 투자 리포트 공개,2025-01-23,2026-07-16 04:16,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=11,,본문 전체,KR·US,공통,C-CLM-0112,"미국장 수익 투자자 72% vs 한국장 48%. 평균 수익률 미국 5%·한국 0%. 20대 최저(한국 -1.4%·미국 +7.6%). 여성이 남성보다 성과 우위",F,높음,자사 사용자 표본(전체 투자자 일반화 불가),확인,
C-SRC-0114,A,공식 보도자료,카카오페이증권,MTS에 스탑로스 주문 도입,2024-09-19,2026-07-16 04:16,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=54,,본문 전체,공통,매도,"C-CLM-0100,C-CLM-0111","설정 수익률 도달 시 자동 매도. 예상 평단가·수익률·손익 실시간 표시. 시세감지주문과 통합. ""금융 서비스 경험이 부족한 사용자들도 손쉽게 투자에 다가설 수 있도록"" 명시",F,높음,,확인,
C-SRC-0115,A,공식 보도자료,카카오페이증권,커뮤니티 월간 활성 이용자 130만,2026-02-12,2026-07-16 04:16,https://www.kakaopaysec.com/company/news_page/dynamicNewsDetail.do?id=107,,본문 전체,공통,탐색·보유,"C-CLM-0108,C-CLM-0101","커뮤니티 MAU 130만(1년 전 28만의 약 5배). 주주 인증·거래 이력 기반 참여 구조. 팔로우 기능(2025.7)으로 핀플루언서 확산. AI 모니터링으로 게시글 검수 전면 자동화",F,높음,,확인,
C-SRC-0116,A,공식 공시,카카오페이증권,정기보고서(영업보고서) 목록,2026-05-15 최신,2026-07-16 04:01,https://www.kakaopaysec.com/management/routine/dynamicPage.do,,목록 71건,공통,공통,C-CLM-0115,최신 FY2026 1/4분기 영업보고서(2026.05.15 등록). FY2023 이후 분기별 게시,F,높음,보고서 PDF 본문은 미정독,확인,
C-SRC-0117,A,공식 공시,카카오페이증권,공시정보 목록,2026-07-06 최신,2026-07-16 04:10,https://www.kakaopaysec.com/management/disclosure/dynamicPage.do,,최근 10건,공통,공통,,"지배구조 공시 위주. 2026.02.13 영업수익 또는 손익구조 30%이상 변경 공시(흑자 전환 관련 추정)",F,높음,공시 본문 미정독,확인,
C-SRC-0118,A,공식 웹페이지,카카오페이증권,리서치 투자전략/퀀트 목록,2024-10-15 최신,2026-07-16 04:12,https://www.kakaopaysec.com/research/quint/dynamicPage.do,,최근 10건,US,탐색,C-CLM-0120,미국 상장 ETF 주간 리뷰 시리즈. 2024.10.15 이후 신규 게시 없음,F,높음,중단 사유 미확인,확인,
C-SRC-0119,A,공식 웹페이지,카카오페이증권,리서치 산업/기업분석 목록,2024-04-24 최신,2026-07-16 04:10,https://www.kakaopaysec.com/research/industry/dynamicPage.do,,최근 5건,US,탐색,C-CLM-0120,구글 트렌드로 미국 주식 기회 찾기 주간 시리즈. 2024.04.24 이후 신규 게시 없음,F,높음,중단 사유 미확인,확인,
C-SRC-0120,A,공식 웹페이지,카카오페이증권,리서치 제외종목,2018~2022,2026-07-16 04:10,https://www.kakaopaysec.com/research/exclusion/dynamicPage.do,,목록,KR,공통,,커버리지 제외 종목 공지(2018~2022),F,높음,,무관,현재 주제와 무관(인벤토리 기록용)
