source_id,source_tier,source_type,organization_or_author,title,published_at,accessed_at_kst,url,local_evidence_path,locator,market,journey_stage,claim_ids,evidence_summary,fact_or_interpretation,reliability,limitations,status,rejection_reason
C-SRC-0601,A,공식 웹페이지,한국거래소(KRX),KRX Data Marketplace 이용안내,미상,2026-07-16 04:05,https://data.krx.co.kr/contents/MDC/INFO/informationController/MDCINFO002.cmd,N/A,이용안내 본문,국내,데이터기반,"C-CLM-0609","지수·주식·채권 등 통계를 EXCEL/CSV/PDF로 다운로드 제공. 일부 데이터는 회원가입 필요. 저작권 KRX 귀속 명시. 재배포 조건 세부는 법적고지 별도",F,높음,재배포·지연시세 세부 조건은 본 페이지에 미기재(미확인),채택,
C-SRC-0602,A,공식 웹페이지,한국거래소(KRX),KRX Data Marketplace 메인,미상,2026-07-16 04:04,https://data.krx.co.kr/,N/A,메인 화면,국내,데이터기반,"C-CLM-0609",시장데이터·공매도·투자분석정보(SMILE) 등 웹 조회 중심 서비스 구성 확인,F,높음,공식 REST API 부재 여부는 화면 구조로부터의 해석,채택,
C-SRC-0603,A,공식 웹페이지,금융감독원,DART OpenAPI 소개(오픈API 소개),미상,2026-07-16 04:04,https://opendart.fss.or.kr/intro/main.do,N/A,소개 본문,국내,데이터기반,"C-CLM-0603","공시원문·사업보고서 주요항목·재무제표 등 제공. ""활용을 원하시는 누구든지(개인 기업 기관 등) 이용"" 명시. 인증키 소요시간·호출한도는 본 페이지에 미기재",F,높음,키 발급 소요·한도 수치 미기재,채택,
C-SRC-0604,A,공식 개발문서,금융감독원,DART OpenAPI 개발가이드(공시검색),미상,2026-07-16 04:06,https://opendart.fss.or.kr/guide/detail.do?apiGrpCd=DS001&apiId=2019001,N/A,요청인자·오류코드 표,국내,데이터기반,"C-CLM-0603","인증키 40자 필수, 오류 020 ""요청 제한 초과"", 021 회사 100건 초과 제한, JSON/XML 지원 확인. 일 한도 약 20,000건 수준으로 파악되나 정확 수치는 원문 재대조 필요",F,높음,일일 한도 정확 수치 부분확인,채택,
C-SRC-0605,A,공식 웹페이지,한국투자증권,KIS Open API 서비스 소개(about-open-api),미상,2026-07-16 04:04,https://apiportal.koreainvestment.com/about-open-api,N/A,페이지 전체,국내+미국,데이터기반,,JS 렌더링 SPA로 본문 미노출. 메뉴 구조(API 문서·FAQ·오류코드)만 확인,F,낮음,본문 접근 불가 — 브라우저 자동화 재확인 필요,접근불가,SPA 렌더링으로 본문 추출 실패
C-SRC-0606,A,공식 웹페이지,한국투자증권,KIS Open API 이용안내(about-howto),미상,2026-07-16 04:04,https://apiportal.koreainvestment.com/about-howto,N/A,페이지 전체,국내+미국,데이터기반,,JS 렌더링 SPA로 본문 미노출. API신청 링크(securities.koreainvestment.com 경유)만 확인,F,낮음,본문 접근 불가 — 브라우저 자동화 재확인 필요,접근불가,SPA 렌더링으로 본문 추출 실패
C-SRC-0607,A,공식 GitHub,한국투자증권,koreainvestment/open-trading-api README,미상,2026-07-16 04:07,https://github.com/koreainvestment/open-trading-api,N/A,README 본문,국내+미국,데이터기반,"C-CLM-0604,C-CLM-0605,C-CLM-0606","국내·해외주식 시세/주문, WebSocket 실시간, 모의(vps)·실전(prod) 환경 전환 지원. 계좌 개설+서비스 신청+앱키 필수. 토큰 재발급 1분당 1회. 모의계좌는 REST 호출 제한이 낮다고 명시",F,높음,초당 한도 정확 수치는 README에 미기재,채택,
C-SRC-0608,B,이용자 문서(위키독스),조코딩 외 위키독스 저자,파이썬으로 배우는 오픈API 트레이딩 - 오픈API 서비스 신청,미상,2026-07-16 04:08,https://wikidocs.net/159301,N/A,신청 절차 절,국내,데이터기반,"C-CLM-0604","인증서 로그인→휴대폰 인증→계좌번호로 API 신청 시 App Key/Secret 즉시 확인 가능. 모의투자는 홈페이지/MTS에서 모의계좌 신청 후 해당 번호로 별도 API 신청. 직접 접근은 403이라 검색 결과 요약으로 확인",F,중간,원문 403(접근실패) — 검색 스니펫 기반이므로 원문 재확인 필요,채택(한계표시),
C-SRC-0609,C,기술 블로그,hky035,쓰로틀링을 통한 한국투자증권 API 호출 유량 제한 정책 대응,미상,2026-07-16 04:07,https://hky035.github.io/web/kis-api-throttling/,N/A,유량 제한 절,국내,데이터기반,"C-CLM-0605",실전투자 REST 초당 20건 제한을 전제로 한 쓰로틀링 구현 사례. 모의투자 한도는 문서 간 2건/5건 상이,F,중간,비공식 개인 블로그 — 공식 FAQ 원문 대조 필요,채택(한계표시),
C-SRC-0610,A,공공데이터 개방 페이지,금융위원회/공공데이터포털,금융위원회_주식시세정보 오픈API,미상,2026-07-16 04:04,https://www.data.go.kr/data/15094808/openapi.do,N/A,활용신청·상세 안내 표,국내,데이터기반,"C-CLM-0602,C-CLM-0610","시가·종가·고저가·거래량 제공. 일 1회 갱신, 기준일 영업일 D+1 13시 이후 업데이트. 개발계정 자동승인 일 10,000회. 이용허락범위 제한 없음·무료",F,높음,실시간 아님 — 토요일에 금요일 데이터 부재,채택,
C-SRC-0611,A,공식 웹페이지,한국은행,ECOS Open API 서비스,미상,2026-07-16 04:06,https://ecos.bok.or.kr/api/,N/A,메인,국내,데이터기반,"C-CLM-0611",SPA 구조로 본문 미노출. 인증키 발급·호출 한도 세부 수치는 미확인,F,낮음,본문 접근 불가 — 한도 수치 미확인,채택(한계표시),
C-SRC-0612,B,오픈소스 저장소,sharebook-kr,pykrx GitHub README,미상,2026-07-16 04:06,https://github.com/sharebook-kr/pykrx,N/A,README 본문,국내,데이터기반,"C-CLM-0607","KRX·네이버 스크래핑 기반. 일부 API는 KRX_ID/KRX_PW 환경변수(KRX 로그인) 필요. OHLCV·시총·PER/PBR·투자자별 거래 제공. 무분별한 호출 자제 권고·차단 위험, 데이터 저작권은 KRX/네이버 귀속 명시",F,높음,비공식 스크래핑 — 차단·정확성 리스크 자체 명시,채택,
C-SRC-0613,B,오픈소스 저장소,ranaroussi,yfinance GitHub README,미상,2026-07-16 04:08,https://github.com/ranaroussi/yfinance,N/A,README Legal 절,미국,데이터기반,"C-CLM-0608","Apache 2.0 라이선스. ""not affiliated endorsed or vetted by Yahoo"" 및 ""Yahoo! finance API is intended for personal use only"" 명시. 연구·교육 목적 도구",F,높음,야후 측 rate limit 수치는 비공개(미확인),채택,
C-SRC-0614,A,정부 법령정보,법제처(찾기쉬운 생활법령정보),매매거래일·거래시간 및 거래 원칙,미상,2026-07-16 04:09,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?csmSeq=1701&ccfNo=2&cciNo=1&cnpClsNo=2,N/A,매매거래일 절,국내,데이터기반,"C-CLM-0601","매매거래일은 월~금, 토요일·공휴일·근로자의 날·12월31일은 휴장(유가증권시장 업무규정 근거)",F,높음,,채택,
C-SRC-0615,A,공식 웹페이지,한국거래소(KRX),KRX 매매거래시간 및 휴장일(규정 안내),미상,2026-07-16 04:09,https://regulation.krx.co.kr/contents/RGL/04/04010102/RGL04010102.jsp,N/A,휴장일 절,국내,데이터기반,"C-CLM-0601",토요일 휴장·정규시장 09:00~15:30 등 거래시간 체계 확인(금시장 페이지이나 휴장일 체계 동일),F,중간,금시장 규정 페이지 — 주식시장 규정 원문으로 보강 권장,채택(한계표시),
